,Sentences,Epoch: 1 (ckpt: 1),Epoch: 2 (ckpt: 2),Epoch: 3 (ckpt: 3),Epoch: 4 (ckpt: 4),Epoch: 5 (ckpt: 5),Epoch: 6 (ckpt: 6),Epoch: 7 (ckpt: 7),Epoch: 8 (ckpt: 8),Epoch: 9 (ckpt: 9),Epoch: 10 (ckpt: 10)
0,"[1, 272, 201, 10, 215, 235, 272, 225, 267, 829, 17]",18.724964141845703,19.73834800720215,18.11920928955078,15.78889274597168,16.439266204833984,15.644495010375977,15.840202331542969,15.894562721252441,15.332191467285156,15.477397918701172
1,"[1, 202, 10, 1179, 11249, 217, 3355, 13615, 15, 223, 277, 550, 401, 216, 232, 584, 3931, 17]",93.09361267089844,89.95344543457031,86.6081771850586,81.71846008300781,77.25547790527344,74.01581573486328,77.81385040283203,73.00426483154297,71.19550323486328,71.18025970458984
2,"[1, 980, 16, 6032, 180, 41, 855, 1130, 5850, 223, 7432, 15, 326, 801, 270, 3875, 217, 451, 300, 467, 17]",94.69623565673828,83.77560424804688,77.8905258178711,76.88429260253906,71.94022369384766,71.6844711303711,68.85173034667969,66.08897399902344,65.16651916503906,63.801273345947266
3,"[1, 187, 10, 215, 235, 4341, 17]",15.207881927490234,13.826393127441406,12.921398162841797,11.86160659790039,10.685212135314941,12.587723731994629,10.803587913513184,11.769294738769531,10.539955139160156,10.47034740447998
4,"[1, 6049, 318, 2336, 1790, 242, 393, 9374, 231, 9374, 2662, 2836, 472, 17, 749]",103.61669158935547,96.52610778808594,87.99528503417969,85.93170166015625,88.12033081054688,80.86516571044922,74.54867553710938,79.58024597167969,78.54386901855469,79.4697265625
5,"[1, 380, 231, 217, 804, 17]",18.531293869018555,18.71289825439453,20.217500686645508,19.372528076171875,18.73966407775879,18.501041412353516,18.879383087158203,17.575212478637695,17.847612380981445,17.799917221069336
6,"[1, 183, 10, 199, 2030, 15, 223, 1677, 2569, 8790, 191, 3948, 274, 5010, 14492, 266, 223, 2499, 17]",90.83281707763672,74.86231994628906,67.33195495605469,64.83612060546875,61.197601318359375,57.393516540527344,53.754302978515625,52.400054931640625,49.01539611816406,48.901893615722656
7,"[1, 223, 8155, 962, 42, 417, 4319, 300, 223, 6105, 197, 217, 5227, 17, 216, 454, 3314, 1289, 7811, 197, 7270, 30, 216, 232, 1078, 312, 10959, 495, 217, 2356, 197, 3552, 15]",166.10394287109375,150.45339965820312,152.38916015625,145.94741821289062,148.46151733398438,142.33450317382812,135.84014892578125,140.50758361816406,138.7273406982422,140.03762817382812
8,"[1, 230, 612, 571, 9862, 225, 864, 197, 765, 216, 864, 180, 402, 2652, 17364, 231, 274, 318, 1420, 13027, 17]",112.2049560546875,95.44957733154297,104.37884521484375,98.88764953613281,95.02521514892578,97.7574462890625,90.17007446289062,93.33518981933594,94.77706909179688,92.93075561523438
9,"[1, 400, 270, 470, 4446, 753, 17]",22.979835510253906,17.271818161010742,19.695825576782227,17.942731857299805,16.75383186340332,14.729560852050781,15.11061954498291,15.550095558166504,15.341294288635254,15.144192695617676
